Notes,State of Residence,State of Residence Code,2023 Metro/Nonmetro,2023 Metro/Nonmetro Code,Mother's Hispanic Origin,Mother's Hispanic Origin Code,Source of Payment for Delivery,Source of Payment for Delivery Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Births
,Louisiana,22,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,1181
,Louisiana,22,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,155
,Louisiana,22,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,51
,Louisiana,22,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,310
,Louisiana,22,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,181
,Louisiana,22,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,18975
,Louisiana,22,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,64
,Louisiana,22,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,7111
,Louisiana,22,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,396
,Louisiana,22,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,13
,Louisiana,22,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,1300
,Louisiana,22,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,11
,Louisiana,22,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,15
,Maine,23,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,11
,Maine,23,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,490
,Maine,23,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,16
,Maine,23,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,351
,Maine,23,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,39
,Maine,23,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,29
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,186
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,7951
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,13
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,555
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,14282
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,18
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,15
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,788
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,15
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,600
,Maine,23,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,44
,Maine,23,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,135
,Maine,23,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,152
,Maine,23,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,23
,Maine,23,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,13
,Maine,23,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,218
,Maine,23,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,125
,Maine,23,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,23
,Maine,23,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,16
,Maine,23,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,121
,Maine,23,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,6771
,Maine,23,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,11
,Maine,23,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,158
,Maine,23,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,6482
,Maine,23,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,19
,Maine,23,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,853
,Maine,23,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,356
,Maine,23,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,37
,Maine,23,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,116
,Maine,23,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,74
,Maine,23,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,24
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,835
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,34636
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,Unknown or Not Stated,9,24
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,302
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,11403
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,26
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,1249
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,37
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,1281
,Maryland,24,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,94
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,1678
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,54168
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,28
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,2982
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,96337
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,60
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,58
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,3105
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,10
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,249
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,6731
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,10
,Maryland,24,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,245
,Maryland,24,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,377
,Maryland,24,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,18
,Maryland,24,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,370
,Maryland,24,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,29
,Maryland,24,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,36
,Maryland,24,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,10
,Maryland,24,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,27
,Maryland,24,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,909
,Maryland,24,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,164
,Maryland,24,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,26
,Maryland,24,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,62
,Maryland,24,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,3552
,Maryland,24,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,88
,Maryland,24,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,3672
,Maryland,24,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,177
,Maryland,24,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,123
,Maryland,24,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,28
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,625
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,34228
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,Unknown or Not Stated,9,45
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,357
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,17662
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,Unknown or Not Stated,9,10
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,512
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,41
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,2075
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,14
,Massachusetts,25,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,Unknown or Not Stated,9,102
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,808
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,36505
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,37
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,3361
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,123215
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,78
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,45
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1593
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,73
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,4257
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,115
,Massachusetts,25,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,811
,Massachusetts,25,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,At least one checked,0,35
,Massachusetts,25,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,1473
,Massachusetts,25,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,77
,Massachusetts,25,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,3382
,Massachusetts,25,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,86
,Massachusetts,25,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,159
,Massachusetts,25,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,9,993
,Massachusetts,25,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,279
,Massachusetts,25,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,154
,Massachusetts,25,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,481
,Massachusetts,25,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,19
,Massachusetts,25,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,1536
,Massachusetts,25,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,21
,Massachusetts,25,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,27
,Massachusetts,25,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,30
,Massachusetts,25,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,84
,Massachusetts,25,Nonmetro,Nonmetro,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,9,48
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,169
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,13584
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,Unknown or Not Stated,9,169
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,169
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,9394
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,Unknown or Not Stated,9,117
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,500
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,619
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,217
,Michigan,26,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,Unknown or Not Stated,9,10
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,1203
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,88106
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,1537
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,3154
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,158969
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,1975
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,89
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,6128
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,110
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,77
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,3716
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,Unknown or Not Stated,9,71
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,29
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,2022
,Michigan,26,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,74
,Michigan,26,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,450
,Michigan,26,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,16
,Michigan,26,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,645
,Michigan,26,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,63
,Michigan,26,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,18
,Michigan,26,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,121
,Michigan,26,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,9,12
,Michigan,26,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,29
,Michigan,26,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,2080
,Michigan,26,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,Unknown or Not Stated,9,53
,Michigan,26,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,25
,Michigan,26,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,1175
,Michigan,26,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,Unknown or Not Stated,9,20
,Michigan,26,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,108
,Michigan,26,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,30
,Michigan,26,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,38
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,294
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,16615
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,467
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,577
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,25227
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,648
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,74
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,3770
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,89
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,532
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,Unknown or Not Stated,9,12
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,15
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,523
,Michigan,26,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,95
,Michigan,26,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,150
,Michigan,26,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,Unknown or Not Stated,9,11
,Michigan,26,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,146
,Michigan,26,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,Unknown or Not Stated,9,13
,Michigan,26,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,22
,Michigan,26,Nonmetro,Nonmetro,Unknown or Not Stated,9,Other,4,None checked,1,11
,Minnesota,27,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,215
,Minnesota,27,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,12160
,Minnesota,27,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,91
,Minnesota,27,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,5304
,Minnesota,27,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,12
,Minnesota,27,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,585
,Minnesota,27,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,142
,Minnesota,27,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,40
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,872
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,42940
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,2421
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,99381
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,16
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,81
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,3687
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,22
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,64
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,1971
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,263
,Minnesota,27,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,53
,Minnesota,27,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,187
,Minnesota,27,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,196
,Minnesota,27,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,76
,Minnesota,27,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,17
,Minnesota,27,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,9,20
,Minnesota,27,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,72
,Minnesota,27,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,3864
,Minnesota,27,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,48
,Minnesota,27,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,1684
,Minnesota,27,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,184
,Minnesota,27,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,43
,Minnesota,27,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,45
,Minnesota,27,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,254
,Minnesota,27,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,12933
,Minnesota,27,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,18
,Minnesota,27,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,561
